timestamp,odometer (miles),latitude,longitude,location,distance (m)
2019-04-06T17:08:50Z,168635,37.0119058,-86.3198735,133.315,,203.2454602440319
2019-04-06T17:08:55Z,168635,37.0119784,-86.317982,132.932,,168.53590270869748
2019-04-06T17:09:01Z,168636,37.0120637,-86.3156931,134.047,,203.9338994600039
2019-04-06T17:09:07Z,168636,37.0121673,-86.3134245,133.741,,202.2314161535515
2019-04-06T17:09:13Z,168636,37.0122353,-86.3111054,129.966,,206.57067098554748
2019-04-06T17:09:18Z,168636,37.0122946,-86.3092201,128.932,,167.92235653713902
2019-04-06T17:09:24Z,168636,37.0123711,-86.3069398,128.991,,203.1221559281295
2019-04-06T17:09:29Z,168636,37.0124258,-86.3050427,133.514,,169.00973329109476
2019-04-06T17:09:35Z,168636,37.012371,-86.3027665,138.286,,202.72723275436456
2019-04-06T17:09:41Z,168636,37.0122973,-86.3004939,139.365,,202.4278470238256
2019-04-06T17:09:47Z,168637,37.0122063,-86.2982002,141.957,,204.40391897133821
2019-04-06T17:09:53Z,168637,37.0120953,-86.2958772,140.846,,207.115457917804
2019-04-06T17:09:59Z,168637,37.0121139,-86.2936158,134.797,,201.3649012587226
2019-04-06T17:10:04Z,168637,37.0123163,-86.2917324,134.67,,169.11971715783812
2019-04-06T17:10:10Z,168637,37.0127339,-86.2895094,133.204,,203.205669809308
2019-04-06T17:10:16Z,168637,37.0133137,-86.287342,133.853,,203.34543382733793
2019-04-06T17:10:22Z,168637,37.0139037,-86.2851955,132.768,"3336, Goshen Church South Rd, Bowling Green, Warren County, Kentucky, 42101, USA",201.94649408915927
2019-04-06T17:10:27Z,168637,37.0143936,-86.2834004,135.2,,168.77422290555646
2019-04-06T17:10:33Z,168638,37.0149993,-86.2812605,135.799,,201.95965464645911
2019-04-06T17:10:39Z,168638,37.0155723,-86.2790812,138.674,,204.12786608866398
2019-04-06T17:10:44Z,168638,37.0160559,-86.2772532,141.145,,171.32545868970402
2019-04-06T17:10:49Z,168638,37.0165455,-86.2754441,143.679,,169.94087200599424
2019-04-06T17:10:55Z,168638,37.0170815,-86.2732663,134.045,,202.96329879423456
2019-04-06T17:11:00Z,168638,37.0174283,-86.2714132,134.972,,169.34793443431957
2019-04-06T17:11:06Z,168638,37.0177378,-86.2691566,136.499,,203.74377181096125
2019-04-06T17:11:11Z,168638,37.0179721,-86.2672701,136.444,,169.8866236096458
2019-04-06T17:11:17Z,168638,37.0182669,-86.2650227,140.552,,202.70165490568593
2019-04-06T17:11:22Z,168639,37.018502,-86.2631299,142.058,,170.4598797852121
2019-04-06T17:11:27Z,168639,37.0187348,-86.2612615,139.391,,168.2889689713799
2019-04-06T17:11:32Z,168639,37.0189617,-86.2593572,142.684,,171.35914777963026
2019-04-06T17:11:37Z,168639,37.0192162,-86.2574798,142.319,,169.4434910048471
2019-04-06T17:11:43Z,168639,37.0196684,-86.255266,141.058,,203.3037346831576
2019-04-06T17:11:48Z,168639,37.02021,-86.2534824,141.813,,169.7247900994484
2019-04-06T17:11:54Z,168639,37.021053,-86.2514721,142.449,,201.88348858156436
2019-04-06T17:11:59Z,168639,37.0219098,-86.2499111,142.719,,168.3394013246426
2019-04-06T17:12:04Z,168639,37.022901,-86.2484598,141.599,,169.65028757735996
2019-04-06T17:12:10Z,168640,37.0242296,-86.2468818,140.543,"671, Oakland Flatrock Rd, Oakland, Warren County, Kentucky, 42159, USA",203.6174687299177
2019-04-06T17:12:15Z,168640,37.0254752,-86.2457732,137.899,,169.84716146499773
2019-04-06T17:12:21Z,168640,37.0270206,-86.2445763,135.539,,201.90109085580062
2019-04-06T17:12:26Z,168640,37.0283263,-86.2435632,138.303,,170.68169916708464
2019-04-06T17:12:32Z,168640,37.0298812,-86.2423671,143.978,,202.82388233609674
2019-04-06T17:12:38Z,168640,37.0314266,-86.2411664,142.793,,202.06641359927394
2019-04-06T17:12:44Z,168640,37.0329563,-86.23989,141.94,,204.25372005513165
2019-04-06T17:12:49Z,168640,37.0341152,-86.2386272,141.207,,170.78235238520983
2019-04-06T17:12:55Z,168641,37.035384,-86.2368831,144.742,,209.57305764872828
2019-04-06T17:13:01Z,168641,37.0364101,-86.234946,142.643,,206.58186677602964
2019-04-06T17:13:06Z,168641,37.0370842,-86.233246,145.893,,168.77237725981163
2019-04-06T17:13:12Z,168641,37.0377475,-86.2311039,147.273,,204.31026283480583
2019-04-06T17:13:17Z,168641,37.0383183,-86.2293367,144.791,,169.52680196456785
2019-04-06T17:13:23Z,168641,37.0389678,-86.2271987,145.237,,203.41521413966586
2019-04-06T17:13:28Z,168641,37.0395363,-86.2254451,147.599,,168.30534202414316
2019-04-06T17:13:34Z,168641,37.0402027,-86.2233084,148.649,,203.97905618235717
2019-04-06T17:13:39Z,168641,37.0407599,-86.2215411,149.518,,168.9562757449876
2019-04-06T17:13:45Z,168642,37.0413855,-86.2194128,151.608,,201.68488307972797
2019-04-06T17:13:51Z,168642,37.041845,-86.2172087,151.644,,202.61096681827289
2019-04-06T17:13:57Z,168642,37.0420991,-86.2149466,148.35,,203.2402240174897
2019-04-06T17:14:02Z,168642,37.0421383,-86.2130334,148.419,"625, Main St S, Smiths Grove, Warren County, Kentucky, 42171, USA",170.2627236567744
2019-04-06T17:14:08Z,168642,37.0420243,-86.2107575,148.683,,202.86976257862372
2019-04-06T17:14:13Z,168642,37.0419204,-86.2088568,148.611,,169.48811111268682
2019-04-06T17:14:19Z,168642,37.0417857,-86.2065794,149.291,,203.16064885721326
2019-04-06T17:14:25Z,168642,37.0416789,-86.2042979,154.478,,203.38586580828562
2019-04-06T17:14:31Z,168643,37.0415506,-86.2020152,156.609,,203.59083514597538
2019-04-06T17:14:36Z,168643,37.0414652,-86.2001214,154.471,,168.76265924203756
2019-04-06T17:14:42Z,168643,37.0413195,-86.1978415,155.372,,203.47810249695587
2019-04-06T17:14:48Z,168643,37.0411946,-86.1955602,156.361,,203.43274050495333
2019-04-06T17:14:54Z,168643,37.0411078,-86.193307,158.31,,200.69871328916759
2019-04-06T17:14:59Z,168643,37.0410169,-86.1913936,162.545,,170.57883965168745
2019-04-06T17:15:05Z,168643,37.0409182,-86.1891068,166.867,,203.78840395846692
2019-04-06T17:15:10Z,168643,37.0409196,-86.1872115,168.36,,168.6244975554335
2019-04-06T17:15:15Z,168644,37.0409779,-86.1852704,165.85,,172.83178441509224
2019-04-06T17:15:21Z,168644,37.0411183,-86.1830034,167.17,,202.2915268934805
2019-04-06T17:15:26Z,168644,37.041325,-86.1811395,162.89,,167.45746845235212
2019-04-06T17:15:31Z,168644,37.041609,-86.179262,166.323,,170.0153375554491
2019-04-06T17:15:36Z,168644,37.04197,-86.1774262,172.621,,168.28265428122808
2019-04-06T17:15:42Z,168644,37.0424879,-86.175213,178.418,,205.19673550662287
2019-04-06T17:15:47Z,168644,37.042933,-86.1734006,178.712,,168.6364519333635
2019-04-06T17:15:53Z,168644,37.043451,-86.1711951,174.312,"I 65, Smiths Grove, Barren County, Kentucky, 42171, USA",204.50545503509682
2019-04-06T17:15:59Z,168644,37.0439422,-86.1689866,168.639,,203.97647540648862
2019-04-06T17:16:05Z,168645,37.0444659,-86.1667841,163.498,,204.44282259664703
2019-04-06T17:16:11Z,168645,37.0449882,-86.1646111,157.802,,201.89776092252842
2019-04-06T17:16:16Z,168645,37.0454202,-86.1627993,154.581,,168.19010950433832
2019-04-06T17:16:21Z,168645,37.0458552,-86.1609805,155.492,,168.85267673813436
2019-04-06T17:16:27Z,168645,37.0463702,-86.1587902,156.621,,203.0621451926821
2019-04-06T17:16:33Z,168645,37.0469142,-86.1565486,158.192,,208.35650265476318
2019-04-06T17:16:39Z,168645,37.0474281,-86.1543359,158.778,,204.93619979153536
2019-04-06T17:16:45Z,168645,37.0479529,-86.1521346,158.778,,204.30178782467485
2019-04-06T17:16:51Z,168646,37.0484705,-86.1499205,154.913,,205.20334848971848
2019-04-06T17:16:57Z,168646,37.0489505,-86.1476575,151.438,,208.2677729534836
2019-04-06T17:17:02Z,168646,37.0493378,-86.1458063,151.88,,170.19398793643785
2019-04-06T17:17:08Z,168646,37.0498175,-86.143562,152.023,,206.62031121275655
2019-04-06T17:17:13Z,168646,37.0502226,-86.141738,153.048,,168.3713919806583
2019-04-06T17:17:19Z,168646,37.0508707,-86.1396621,150.022,,198.1980101337256
2019-04-06T17:17:25Z,168646,37.0517002,-86.137675,147.13,,199.31740488502237
2019-04-06T17:17:31Z,168646,37.0525801,-86.1357088,147.201,,200.31405815699944
2019-04-06T17:17:37Z,168646,37.0534211,-86.1337743,151.844,,195.8154705028237
2019-04-06T17:17:42Z,168647,37.0541193,-86.1321864,153.123,,161.10917128682186
2019-04-06T17:17:48Z,168647,37.0549163,-86.1302885,151.538,"2133, Hays Lodge Rd, Warren County, Kentucky, 42171, USA",190.5938335622479
2019-04-06T17:17:54Z,168647,37.055575,-86.1281874,151.069,,200.6807118527468
2019-04-06T17:17:59Z,168647,37.0559596,-86.12626,151.091,,176.67336039263142
2019-04-06T17:18:05Z,168647,37.0561354,-86.1239732,150.197,,204.34272680874446
2019-04-06T17:18:11Z,168647,37.0562266,-86.1217175,143.97,,200.99205996770263
2019-04-06T17:18:17Z,168647,37.0563394,-86.1194488,141.845,,202.1954682531785
2019-04-06T17:18:22Z,168647,37.0565057,-86.1175708,140.897,,168.06319470471504
2019-04-06T17:18:28Z,168648,37.0569389,-86.1153688,141.414,,201.67729298005966
2019-04-06T17:18:33Z,168648,37.0575012,-86.1136527,143.844,,164.92355026637392
2019-04-06T17:18:38Z,168648,37.0582428,-86.1120064,146.041,,167.991339127961
2019-04-06T17:18:44Z,168648,37.0592484,-86.1100647,148.281,,205.6384846753235
2019-04-06T17:18:50Z,168648,37.0602582,-86.1081313,150.006,,205.26616580633126
2019-04-06T17:18:56Z,168648,37.0612705,-86.1062096,147.185,,204.55767592705797
2019-04-06T17:19:02Z,168648,37.0622944,-86.1042607,145.557,,207.2715248005556
2019-04-06T17:19:08Z,168648,37.0633265,-86.1023445,147.955,,205.35737181338428
2019-04-06T17:19:14Z,168649,37.0643256,-86.1004138,151.976,,204.44308866879592
2019-04-06T17:19:19Z,168649,37.065184,-86.0987893,152.39,,173.06187063619302
2019-04-06T17:19:25Z,168649,37.0662066,-86.0968299,150.698,,207.967608053941
2019-04-06T17:19:31Z,168649,37.0672963,-86.094969,149.611,,204.98134299689153
2019-04-06T17:19:36Z,168649,37.068246,-86.0934482,149.536,,171.47029128072083
2019-04-06T17:19:41Z,168649,37.0691854,-86.091934,151.522,"I 65, Apple Grove, Park City, Barren County, Kentucky, 42160, USA",170.31579525380337
2019-04-06T17:19:47Z,168649,37.070335,-86.0900965,150.789,,207.3215520583079
2019-04-06T17:19:53Z,168649,37.0714608,-86.0882894,149.802,,203.56470326999312
2019-04-06T17:19:58Z,168649,37.0723964,-86.0867441,149.558,,172.24053144480985
2019-04-06T17:20:03Z,168650,37.0733425,-86.0852256,148.34,,171.06068963585736
2019-04-06T17:20:09Z,168650,37.0744821,-86.0833982,144.28,,205.9624659180684
2019-04-06T17:20:14Z,168650,37.0754303,-86.0818633,141.463,,172.37213756396773
2019-04-06T17:20:20Z,168650,37.076489,-86.0800276,138.337,,201.15239667331613
2019-04-06T17:20:26Z,168650,37.0774975,-86.0780745,140.498,,206.62904747088413
2019-04-06T17:20:32Z,168650,37.0784551,-86.0761332,142.399,,202.72588044616694
2019-04-06T17:20:37Z,168650,37.0792385,-86.0744975,143.124,,169.4552252070796
2019-04-06T17:20:42Z,168650,37.0800367,-86.072845,142.242,,171.58085294529417
2019-04-06T17:20:48Z,168651,37.0810172,-86.0708663,143.619,,206.8814657563434
2019-04-06T17:20:53Z,168651,37.0818415,-86.0692224,147.005,,172.4735772270333
2019-04-06T17:20:59Z,168651,37.0828323,-86.0672633,148.57,,206.00719337865635
2019-04-06T17:21:04Z,168651,37.0837938,-86.0657256,145.922,,173.45913201632376
2019-04-06T17:21:10Z,168651,37.0851579,-86.0641769,146.203,,204.6488863867174
2019-04-06T17:21:15Z,168651,37.0864356,-86.0631399,149.367,,169.17193418532025
2019-04-06T17:21:21Z,168651,37.088048,-86.0620069,150.044,,205.35469820375516
2019-04-06T17:21:26Z,168651,37.089405,-86.061113,152.179,,170.30044745014317
2019-04-06T17:21:31Z,168651,37.0907685,-86.0602214,151.682,"I 65, Park City, Barren County, Kentucky, 42160, USA",170.8305179060056
2019-04-06T17:21:36Z,168652,37.0921385,-86.0593017,144.191,,172.8000138660978
2019-04-06T17:21:42Z,168652,37.0937402,-86.0582254,141.474,,201.89652235017053
2019-04-06T17:21:47Z,168652,37.094973,-86.0573114,144.555,,159.15913785625733
2019-04-06T17:21:53Z,168652,37.0963328,-86.0560972,146.746,,185.55787417141363
2019-04-06T17:21:59Z,168652,37.0976404,-86.0547922,148.095,,185.79880141135575
2019-04-06T17:22:05Z,168652,37.0988306,-86.0533063,143.709,,186.85914779388864
2019-04-06T17:22:11Z,168652,37.0999448,-86.0517897,140.267,,182.97461692210578
2019-04-06T17:22:17Z,168652,37.1010659,-86.0502699,141.241,,183.67097676432743
2019-04-06T17:22:23Z,168652,37.1022434,-86.0486912,147.301,,191.8574308944496
2019-04-06T17:22:29Z,168653,37.1032684,-86.0470498,152.669,,185.0925241775847
2019-04-06T17:22:35Z,168653,37.1042081,-86.0453491,157.102,,183.7156403213695
2019-04-06T17:22:41Z,168653,37.1050925,-86.0436179,162.54,,182.60751616671445
2019-04-06T17:22:46Z,168653,37.1058689,-86.0421163,166.567,,158.92592641069825
2019-04-06T17:22:52Z,168653,37.1068396,-86.0402033,168.103,,201.3058256304123
2019-04-06T17:22:57Z,168653,37.1076765,-86.0385383,165.609,,174.7487400624368
2019-04-06T17:23:02Z,168653,37.1085261,-86.0368624,162.105,,176.33549212275707
2019-04-06T17:23:08Z,168653,37.1095346,-86.0349006,159.547,,207.22348701005814
2019-04-06T17:23:14Z,168654,37.1105304,-86.0329274,158.318,,207.30799545298217
2019-04-06T17:23:20Z,168654,37.1114874,-86.030935,157.987,,206.5010684653617
2019-04-06T17:23:26Z,168654,37.1124597,-86.028959,152.985,"I 65, Park City, Barren County, Kentucky, 42160, USA",206.19455406262196
2019-04-06T17:23:32Z,168654,37.1134817,-86.0269725,156.977,,209.89478122894238
2019-04-06T17:23:38Z,168654,37.1144877,-86.024986,159.266,,208.91307553099338
2019-04-06T17:23:44Z,168654,37.1154895,-86.0230086,161.709,,207.9802818479984
2019-04-06T17:23:49Z,168654,37.1163299,-86.021347,163.864,,174.68117210184843
2019-04-06T17:23:55Z,168654,37.1173358,-86.0193661,165.188,,208.47295391545543
2019-04-06T17:24:01Z,168655,37.1183132,-86.017401,164.805,,205.59638490000674
2019-04-06T17:24:06Z,168655,37.1191138,-86.0157741,161.552,,169.74113852094476
2019-04-06T17:24:12Z,168655,37.1198871,-86.0136372,166.482,,208.46562321828554
2019-04-06T17:24:18Z,168655,37.1203349,-86.0113416,169.124,,210.00123360957355
2019-04-06T17:24:24Z,168655,37.1206227,-86.0090347,172.522,,207.52307107070405
2019-04-06T17:24:30Z,168655,37.1209321,-86.0067082,173.83,,209.59930890664015
2019-04-06T17:24:36Z,168655,37.1212184,-86.004419,173.116,,205.9150749759685
2019-04-06T17:24:41Z,168655,37.121459,-86.0024835,174.698,,174.08008428304862
2019-04-06T17:24:47Z,168656,37.1217983,-86.0002142,177.369,,205.1803844586179
2019-04-06T17:24:52Z,168656,37.1222373,-85.9983397,179.998,,173.58845037980402
2019-04-06T17:24:58Z,168656,37.1228725,-85.9960979,180.105,,211.33590640703022
2019-04-06T17:25:03Z,168656,37.1235365,-85.9943228,176.391,,174.15698991472027
2019-04-06T17:25:09Z,168656,37.1244424,-85.9922728,172.448,,208.12038507493946
2019-04-06T17:25:14Z,168656,37.1253219,-85.99065,172.418,,174.142829593021
2019-04-06T17:25:20Z,168656,37.1264782,-85.9888655,165.462,"I 65, Park City, Barren County, Kentucky, 42127, USA",204.1213347398246
2019-04-06T17:25:26Z,168656,37.1277624,-85.9871589,166.112,,208.11953175599598
2019-04-06T17:25:31Z,168656,37.128874,-85.9858069,167.937,,172.2145003516079
2019-04-06T17:25:37Z,168657,37.130231,-85.9841734,167.477,,209.1707567317483
2019-04-06T17:25:43Z,168657,37.1316045,-85.9825818,166.522,,207.94287577536807
2019-04-06T17:25:48Z,168657,37.1327469,-85.9812513,167.347,,173.35929496334617
2019-04-06T17:25:54Z,168657,37.1341002,-85.979635,166.2,,207.81365221632223
2019-04-06T17:25:59Z,168657,37.1352343,-85.9782691,164.712,,174.85701589328056
2019-04-06T17:26:04Z,168657,37.1363708,-85.9769211,165.193,,173.9429008652431
2019-04-06T17:26:10Z,168657,37.1377568,-85.9753537,164.095,,207.50572246845323
2019-04-06T17:26:15Z,168657,37.1390144,-85.9742103,169.265,,172.7092857524798
2019-04-06T17:26:21Z,168658,37.140615,-85.9730396,168.815,,205.8536868674808
2019-04-06T17:26:26Z,168658,37.1419837,-85.9723071,163.953,,165.3291335384736
2019-04-06T17:26:32Z,168658,37.1436744,-85.9716229,165.007,,197.24335891061787
2019-04-06T17:26:38Z,168658,37.1453599,-85.9711573,164.014,,191.5840119972944
2019-04-06T17:26:43Z,168658,37.1468321,-85.9709683,164.547,,164.25095286647303
2019-04-06T17:26:49Z,168658,37.1486654,-85.9709505,165.193,,203.47283262144407
2019-04-06T17:26:55Z,168658,37.1505205,-85.9709052,163.732,,205.929659994029
2019-04-06T17:27:01Z,168658,37.1523586,-85.9708594,164.383,,204.04009282251425
2019-04-06T17:27:07Z,168658,37.1541997,-85.9707942,166.506,,204.42464023349228
2019-04-06T17:27:13Z,168659,37.1560506,-85.9707606,168.892,"Servant Valley Church, Cave City, Barren County, Kentucky, 42127, USA",205.45485397341426
2019-04-06T17:27:18Z,168659,37.1575674,-85.9704945,167.31,,169.99864573468884
2019-04-06T17:27:24Z,168659,37.1593378,-85.9698833,166.271,,203.85086098060498
2019-04-06T17:27:30Z,168659,37.1609884,-85.9688712,163.449,,204.07998725415817
2019-04-06T17:27:36Z,168659,37.1625597,-85.9676278,162.531,,206.42253024085568
2019-04-06T17:27:42Z,168659,37.1640944,-85.9663754,156.623,,203.52095947293586
2019-04-06T17:27:48Z,168659,37.16551,-85.9649659,150.338,,200.98735726921257
2019-04-06T17:27:54Z,168659,37.1668672,-85.9634105,153.718,,204.4145006050214
2019-04-06T17:27:59Z,168660,37.167958,-85.9621213,154.772,,166.63766769326168
2019-04-06T17:28:05Z,168660,37.1693054,-85.9605526,151.238,,204.41734868107204
2019-04-06T17:28:11Z,168660,37.1706349,-85.9589625,149.012,,204.25774956820462
2019-04-06T17:28:16Z,168660,37.1718042,-85.9577568,149.255,,168.24920811538735
2019-04-06T17:28:22Z,168660,37.1732838,-85.9564281,154.921,,202.29329380536052
2019-04-06T17:28:27Z,168660,37.174535,-85.9552464,164.258,,174.31026893656792
2019-04-06T17:28:32Z,168660,37.1757848,-85.9540939,167.869,,172.42080389987012
2019-04-06T17:28:38Z,168660,37.1772604,-85.9527142,170.86,,204.55319859414888
2019-04-06T17:28:43Z,168661,37.1785092,-85.9515837,170.879,,171.13830199140367
2019-04-06T17:28:49Z,168661,37.1800696,-85.950396,171.368,,202.77070257549516
2019-04-06T17:28:55Z,168661,37.1816391,-85.9491209,170.382,,207.76070143204146
2019-04-06T17:29:00Z,168661,37.1828684,-85.948048,173.667,,166.43905091747564
2019-04-06T17:29:05Z,168661,37.1840828,-85.9468854,172.644,"I 65, Park City, Barren County, Kentucky, 42749, USA",169.77826464384586
2019-04-06T17:29:11Z,168661,37.1855964,-85.9453906,171.79,,214.09946414904394
2019-04-06T17:29:16Z,168661,37.1867869,-85.9442607,167.334,,165.96274615474556
2019-04-06T17:29:21Z,168661,37.187997,-85.9431117,160.081,,168.8157869062769
2019-04-06T17:29:26Z,168661,37.1892038,-85.9419734,165.549,,167.88248291400788
2019-04-06T17:29:32Z,168662,37.1906778,-85.9405821,166.358,,204.99701578329822
2019-04-06T17:29:38Z,168662,37.1922567,-85.9394634,167.984,,201.43385637695727
2019-04-06T17:29:43Z,168662,37.1936808,-85.938765,165.14,,169.80555952543105
2019-04-06T17:29:49Z,168662,37.1954838,-85.9382935,163.766,,204.4411336484364
2019-04-06T17:29:54Z,168662,37.1970312,-85.938087,160.125,,172.7511100557841
2019-04-06T17:30:00Z,168662,37.1988679,-85.9378493,152.557,,205.07365125772301
2019-04-06T17:30:06Z,168662,37.2007062,-85.9376165,146.953,,205.14264583049464
2019-04-06T17:30:12Z,168662,37.202566,-85.9373531,143.601,,207.7553913756261
2019-04-06T17:30:18Z,168663,37.2043662,-85.9371168,140.896,,200.9097832979715
2019-04-06T17:30:24Z,168663,37.2061848,-85.9368628,135.229,,203.16999834330514
2019-04-06T17:30:30Z,168663,37.2080139,-85.9366355,136.726,,204.0064882237919
2019-04-06T17:30:36Z,168663,37.2098187,-85.9363837,138.02,,201.5512930179301
2019-04-06T17:30:42Z,168663,37.2116598,-85.9361431,140.582,,205.46179935434876
2019-04-06T17:30:48Z,168663,37.2134951,-85.9359129,137.361,,204.7367465869344
2019-04-06T17:30:54Z,168663,37.2152675,-85.9354441,136.022,,201.06578140927877
2019-04-06T17:30:59Z,168663,37.2167684,-85.9349315,133.137,"Lively Road, Horse Cave, Hart County, Kentucky, 42749, USA",172.70212414174887
2019-04-06T17:31:04Z,168663,37.218203,-85.9344496,129.485,,164.90343264484147
2019-04-06T17:31:10Z,168664,37.219979,-85.9338744,129.611,,203.61203546426964
2019-04-06T17:31:16Z,168664,37.2217898,-85.9332942,129.329,,207.46278018696512
2019-04-06T17:31:22Z,168664,37.2235642,-85.9327441,130.167,,202.89378816690683
2019-04-06T17:31:28Z,168664,37.2253227,-85.9321875,135.568,,201.39280197431032
2019-04-06T17:31:34Z,168664,37.2270863,-85.9316444,137.229,,201.58602597138758
2019-04-06T17:31:40Z,168664,37.228894,-85.9310648,138.519,,207.11941552699014
2019-04-06T17:31:45Z,168664,37.2303836,-85.9305867,136.94,,170.68737457292482
2019-04-06T17:31:51Z,168664,37.2321696,-85.9299992,133.557,,204.98795854749605
2019-04-06T17:31:57Z,168665,37.2339582,-85.9294314,130.756,,204.8208174665388
2019-04-06T17:32:03Z,168665,37.2357918,-85.9289206,133.592,,208.50726531193285
2019-04-06T17:32:08Z,168665,37.237257,-85.9285172,129.032,,166.57008908364503
2019-04-06T17:32:14Z,168665,37.2390651,-85.9280788,126.117,,204.42744661988328
2019-04-06T17:32:20Z,168665,37.2409174,-85.9276162,130.12,,209.67258365497693
2019-04-06T17:32:26Z,168665,37.2427199,-85.9271838,127.893,,203.70757757670057
2019-04-06T17:32:31Z,168665,37.2442434,-85.9267889,131.804,,172.72149558285454
2019-04-06T17:32:37Z,168665,37.2460589,-85.9263638,134.992,,205.01711843828704
2019-04-06T17:32:43Z,168666,37.2478819,-85.9258828,136.207,,206.78050838130375
2019-04-06T17:32:48Z,168666,37.2494365,-85.9254808,139.776,,176.22089741256693
2019-04-06T17:32:54Z,168666,37.2512218,-85.9250284,134.899,"I 65, Rowletts, Munfordville, Hart County, Kentucky, 42749, USA",202.22429690521545
2019-04-06T17:32:59Z,168666,37.2527071,-85.9246403,131.578,,168.43586399967126
2019-04-06T17:33:05Z,168666,37.2544777,-85.9242018,131.58,,200.32319433553897
2019-04-06T17:33:10Z,168666,37.2559634,-85.923878,132.656,,167.37699220857922
2019-04-06T17:33:15Z,168666,37.2574616,-85.9235025,131.438,,169.5857550744726
2019-04-06T17:33:20Z,168666,37.2589472,-85.9231099,134.739,,168.54967913111622
2019-04-06T17:33:26Z,168667,37.2607142,-85.9225839,136.584,,201.59347748918788
2019-04-06T17:33:31Z,168667,37.2621774,-85.9220327,136.491,,169.594638336733
2019-04-06T17:33:36Z,168667,37.2636043,-85.9214065,131.541,,167.8967964997368
2019-04-06T17:33:42Z,168667,37.2652921,-85.9205137,133.443,,203.3824184530092
2019-04-06T17:33:48Z,168667,37.2669273,-85.9195222,135.031,,201.67645320690337
2019-04-06T17:33:54Z,168667,37.2685408,-85.9183666,136.703,,206.34229272071607
2019-04-06T17:33:59Z,168667,37.269784,-85.9173264,140.087,,166.01736421499274
2019-04-06T17:34:05Z,168667,37.2712812,-85.9159633,142.362,,205.5097457286599
2019-04-06T17:34:11Z,168667,37.2727768,-85.914569,145.054,,207.01113192413086
2019-04-06T17:34:17Z,168668,37.2742646,-85.9132498,147.123,,202.38665671540616
2019-04-06T17:34:23Z,168668,37.2758892,-85.9122099,150.05,,202.54794744208138
2019-04-06T17:34:28Z,168668,37.2772846,-85.9114698,141.331,,168.43096386770569
2019-04-06T17:34:34Z,168668,37.2789831,-85.9105706,144.584,,204.70936610223282
2019-04-06T17:34:40Z,168668,37.2806439,-85.9097054,146.85,,199.6707904767707
2019-04-06T17:34:45Z,168668,37.2820397,-85.908967,152.542,"I 65, Munfordville, Hart County, Kentucky, 42765, USA",168.28215602136484
2019-04-06T17:34:51Z,168668,37.2836908,-85.9080925,154.096,,198.98967041791488
2019-04-06T17:34:56Z,168668,37.2850883,-85.9073442,155.112,,168.70531332321372
2019-04-06T17:35:01Z,168668,37.2864872,-85.906568,157.543,,169.84974199176233
2019-04-06T17:35:07Z,168669,37.28812,-85.9056142,156.455,,199.98730720589572
2019-04-06T17:35:12Z,168669,37.2894807,-85.9047358,156.89,,169.9237094142838
2019-04-06T17:35:18Z,168669,37.2911147,-85.9036703,154.768,,204.49830578447495
2019-04-06T17:35:24Z,168669,37.2927419,-85.9026069,154.837,,203.73110601971388
2019-04-06T17:35:29Z,168669,37.2941122,-85.9017928,159.657,,168.41525031772628
2019-04-06T17:35:35Z,168669,37.2958464,-85.9012138,156.062,,199.23362701398224
2019-04-06T17:35:41Z,168669,37.2976852,-85.9011903,157.902,,204.09989524614474
2019-04-06T17:35:47Z,168669,37.2994906,-85.9015398,160.042,,202.76749392049172
2019-04-06T17:35:53Z,168670,37.3012782,-85.9019019,162.253,,200.991688290651
2019-04-06T17:35:59Z,168670,37.3030425,-85.9022725,162.699,,198.5509876240224
2019-04-06T17:36:05Z,168670,37.304828,-85.9026473,166.105,,200.9614311672319
2019-04-06T17:36:10Z,168670,37.3063318,-85.9029643,170.067,,169.29723432015282
2019-04-06T17:36:16Z,168670,37.3081591,-85.9033373,171.144,,205.4865015450678
2019-04-06T17:36:21Z,168670,37.3096739,-85.9036523,172.701,,170.43284994259457
2019-04-06T17:36:27Z,168670,37.3114984,-85.9040042,177.527,,204.94068489352517
2019-04-06T17:36:32Z,168670,37.3129877,-85.9043096,179.649,,167.50831970776338
2019-04-06T17:36:38Z,168671,37.3148067,-85.9046586,184.85,"I 65, Sonora, Hart County, Kentucky, 42765, USA",204.30781160661905
2019-04-06T17:36:44Z,168671,37.3166324,-85.9050351,191.841,,205.4778358756636
2019-04-06T17:36:49Z,168671,37.3181506,-85.9053169,198.398,,170.46812779190859
2019-04-06T17:36:54Z,168671,37.3196664,-85.905571,202.995,,169.7976100180421
2019-04-06T17:36:59Z,168671,37.3211779,-85.9057599,209.713,,168.7245814088228
2019-04-06T17:37:04Z,168671,37.3226794,-85.9059341,214.771,,167.43777645709898
2019-04-06T17:37:10Z,168671,37.324441,-85.9061584,216.99,,196.53628069434538
2019-04-06T17:37:15Z,168671,37.3259533,-85.9063527,218.582,,168.73515956243529
2019-04-06T17:37:21Z,168671,37.3278163,-85.9065826,219.586,,207.77392015484227
2019-04-06T17:37:27Z,168672,37.3297003,-85.9068145,216.286,,210.1342812233997
2019-04-06T17:37:32Z,168672,37.3312384,-85.9069996,207.643,,171.71403398492328
2019-04-06T17:37:37Z,168672,37.3328318,-85.9071582,205.189,,177.42213348279833
